ID,regaty,klub,miejsceWRegatach
42034125,94367801,WOL,10
70010680,94367801,LEG,11
92869776,94367801,POG,12
141238,94367801,HRM,13
7445469,94367801,KKZ,14
90510482,94367801,YKL,15
80419461,94367801,YKS,16
92914664,94367801,OCC,17
99234007,94367801,PGR,18
83245002,74940339,YCG,1
18626005,74940339,YCS,2
57261616,74940339,NSO,3
16042012,74940339,YKL,4
95431113,74940339,POG,5
18455434,74940339,PGR,6
79664919,74940339,SPO,7
74889211,74940339,RSR,8
68694858,74940339,AWF,9
87832221,74940339,HRM,10
61819349,74940339,WRO,11
46959538,74940339,LEG,12
30010073,74940339,OCC,13
63600892,74940339,WAT,14
42120013,74940339,YKS,15
19799152,74940339,WOL,16
60991372,74940339,YKP,17
81037554,74940339,KKZ,18
