ID_wystepowania,ID_Zawodnika,ID_Regat,ID_wariantu_klubu,WynikWRegatach,Trening
,24449860,70902597,35887754,,
,92508522,70902597,35887754,,
,55887803,70902597,35887754,,
,55887803,94367801,35887754,,
,55567527,94367801,35887754,,
,24449860,94367801,35887754,,
,81311454,94367801,35887754,,
,55887803,74940339,35887754,,
,24449860,74940339,35887754,,
,55567527,74940339,35887754,,
,81311454,74940339,35887754,,
,27446283,9664111,23474192,,
,79147169,9664111,23474192,,
,23977516,9664111,23474192,,
,11145436,9664111,23474192,,
,79147169,70902597,23474192,,
,27446283,70902597,23474192,,
,11145436,70902597,23474192,,
,23977516,70902597,23474192,,
,27446283,94367801,23474192,,
,79147169,94367801,23474192,,
,23977516,94367801,23474192,,
,11145436,94367801,23474192,,
,79147169,74940339,23474192,,
,27446283,74940339,23474192,,
,23977516,74940339,23474192,,
,33525241,74940339,23474192,,
,84744363,9664111,1026501,,
,58128585,9664111,1026501,,
,86674433,9664111,1026501,,
,84221444,9664111,1026501,,
,98073618,70902597,1026501,,
,98105846,70902597,1026501,,
,76256140,70902597,1026501,,
,33310938,70902597,1026501,,
,84221444,70902597,1026501,,
,84744363,94367801,1026501,,
,58128585,94367801,1026501,,
,84221444,94367801,1026501,,
,86674433,94367801,1026501,,
,7811452,94367801,1026501,,
,7811452,74940339,1026501,,
,84744363,74940339,1026501,,
,58128585,74940339,1026501,,
,64045795,74940339,1026501,,
