plik,poziom_z_folderu,klub
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,PJK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,JSG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,POG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,JSG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,JMZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,PJK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 3\2021 Ekstraklasa - Szczecin.csv,Ekstraklasa,GIZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,GIZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,POG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,JMZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,JSG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,PJK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 4\2021 Ekstraklasa - Warszawa.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,YKL
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,RSR
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,SLA
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,POL
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,POW
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,YKW
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,AK2
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,APO
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,OC2
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,ETI
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,MIC
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,YZ2
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,FLO
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,HAL
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,LA2
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,WTR
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,GR2
./mnt/data/Regaty\2022\1Liga\Qualifications\2022 Q 1 Liga - Sopot.csv,1 Liga,SAT
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,YKL
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,HRM
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,RSR
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,NAV
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,YS2
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,AKA
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,POL
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,GRP
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,DZY
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,KKZ
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,JSG
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,WOL
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,SLA
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,PJK
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,OCC
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,ETI
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,LAS
./mnt/data/Regaty\2022\1Liga\Runda 1\2022 1 Liga - Sopot.csv,1 Liga,NIE
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,RSR
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,KKZ
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,PJK
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,NAV
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,POL
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,OCC
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,YKL
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,AKA
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,HRM
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,YS2
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,NIE
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,SLA
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,JSG
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,DZY
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,WOL
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,GRP
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,LAS
./mnt/data/Regaty\2022\1Liga\Runda 2\2022 1 Liga - Gdynia.csv,1 Liga,ETI
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,HRM
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,RSR
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,POL
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,YKL
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,PJK
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,KKZ
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,YS2
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,AKA
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,JSG
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,NIE
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,SLA
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,OCC
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,ETI
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,LAS
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,DZY
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,WOL
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,NAV
./mnt/data/Regaty\2022\1Liga\Runda 3\2022 1 Liga - Trzebież.csv,1 Liga,GRP
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,HRM
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,RSR
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,OCC
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,NIE
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,YKL
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,POL
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,AKA
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,JSG
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,SLA
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,KKZ
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,YS2
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,DZY
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,ETI
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,GRP
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,PJK
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,NAV
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,WOL
./mnt/data/Regaty\2022\1Liga\Runda 4\2022 1 Liga - Warszawa.csv,1 Liga,LAS
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,MIC
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,YZ2
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,HAL
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,POW
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,YKW
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,RBP
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,SAT
./mnt/data/Regaty\2022\2Liga\Runda 1\2022 2 Liga - Sopot (1).csv,2 Liga,WTR
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,MIC
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,YKW
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,POW
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,HAL
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,RBP
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,WTR
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,YZ2
./mnt/data/Regaty\2022\2Liga\Runda 2\2022 2 Liga - Sopot (2).csv,2 Liga,SAT
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,MIC
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,POW
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,YZ2
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,YKW
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,RBP
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,HAL
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,WTR
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,SAT
./mnt/data/Regaty\2022\2Liga\Runda 3\2022 2 Liga - Szczecin (1).csv,2 Liga,PJ2
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,HAL
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,MIC
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,YZ2
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,POW
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,SAT
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,YKW
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,RBP
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,PJ2
./mnt/data/Regaty\2022\2Liga\Runda 4\2022 2 Liga - Szczecin (2).csv,2 Liga,WTR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,BLX
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,JNG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,POG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,YCB
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,GGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 1\2022 Ekstraklasa - Sopot.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,BLX
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,POG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCB
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,JNG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,GGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2022\Ekstraklasa\Runda 2\2022 Ekstraklasa - Gdynia.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,BLX
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,JNG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,POG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,GGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,YCB
./mnt/data/Regaty\2022\Ekstraklasa\Runda 3\2022 Ekstraklasa - Trzebież.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,BLX
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,GGR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,JNG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,POG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,YCB
