plik,poziom_z_folderu,klub
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,SZT
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,OKZ
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,JSG
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,NIE
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,ONB
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,ISK
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,MEC
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,YCB
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,SLA
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,GAR
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,NAV
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,PJK
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,BSA
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,YKW
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,ODY
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,YS2
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,ETI
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,1 Liga,HAL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,POG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,KKZ
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,OCC
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,POG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,OCC
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,Ekstraklasa,KKZ
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,POG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,KKZ
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,OCC
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,POG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,OCC
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,Ekstraklasa,KKZ
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,YKP Szczecin
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,AZS Uniwersytet Warszawski
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,MOWI Women Sailing Team
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Energa GGR
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Regatowa Reprezentacja Szczecina
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Inplag Sailing Sisters
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,YKP Szczecin 2 / COR
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Auto Podlasie
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Vega Cleo Sailing Team / COR
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,YKP Warszawa / COR
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Sailing Factory Club / COR
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,Sunloox Sailing Team USA / COR
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,,4ATEAM / COR
